dataset,variable,storage_type,stata_variable_label,definition,nonmissing_count,missing_count,unique_nonmissing,value_label_mappings_in_dataset,manuscript_definition,manuscript_source,documentation_status
spatial_adjacency_weights.dta,a72,float32,a72,Adjacency entry for the matrix column identified by this variable name.,284,0,6,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_weights.dta,a73,float32,a73,Adjacency entry for the matrix column identified by this variable name.,284,0,5,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_weights.dta,a74,float32,a74,Adjacency entry for the matrix column identified by this variable name.,284,0,5,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_weights.dta,a75,float32,a75,Adjacency entry for the matrix column identified by this variable name.,284,0,6,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_weights.dta,a76,float32,a76,Adjacency entry for the matrix column identified by this variable name.,284,0,4,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_weights.dta,a77,float32,a77,Adjacency entry for the matrix column identified by this variable name.,284,0,5,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_weights.dta,a78,float32,a78,Adjacency entry for the matrix column identified by this variable name.,284,0,6,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_weights.dta,a79,float32,a79,Adjacency entry for the matrix column identified by this variable name.,284,0,4,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_weights.dta,a80,float32,a80,Adjacency entry for the matrix column identified by this variable name.,284,0,4,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_weights.dta,a81,float32,a81,Adjacency entry for the matrix column identified by this variable name.,284,0,5,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_weights.dta,a82,float32,a82,Adjacency entry for the matrix column identified by this variable name.,284,0,5,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_weights.dta,a83,float32,a83,Adjacency entry for the matrix column identified by this variable name.,284,0,4,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_weights.dta,a84,float32,a84,Adjacency entry for the matrix column identified by this variable name.,284,0,4,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_weights.dta,a85,float32,a85,Adjacency entry for the matrix column identified by this variable name.,284,0,5,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_weights.dta,a86,float32,a86,Adjacency entry for the matrix column identified by this variable name.,284,0,6,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_weights.dta,a87,float32,a87,Adjacency entry for the matrix column identified by this variable name.,284,0,4,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_weights.dta,a88,float32,a88,Adjacency entry for the matrix column identified by this variable name.,284,0,5,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_weights.dta,a89,float32,a89,Adjacency entry for the matrix column identified by this variable name.,284,0,6,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_weights.dta,a90,float32,a90,Adjacency entry for the matrix column identified by this variable name.,284,0,2,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_weights.dta,a91,float32,a91,Adjacency entry for the matrix column identified by this variable name.,284,0,5,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_weights.dta,a92,float32,a92,Adjacency entry for the matrix column identified by this variable name.,284,0,6,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_weights.dta,a93,float32,a93,Adjacency entry for the matrix column identified by this variable name.,284,0,5,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_weights.dta,a94,float32,a94,Adjacency entry for the matrix column identified by this variable name.,284,0,6,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_weights.dta,a95,float32,a95,Adjacency entry for the matrix column identified by this variable name.,284,0,4,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_weights.dta,a96,float32,a96,Adjacency entry for the matrix column identified by this variable name.,284,0,4,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_weights.dta,a97,float32,a97,Adjacency entry for the matrix column identified by this variable name.,284,0,6,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_weights.dta,a98,float32,a98,Adjacency entry for the matrix column identified by this variable name.,284,0,2,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_weights.dta,a99,float32,a99,Adjacency entry for the matrix column identified by this variable name.,284,0,5,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_weights.dta,a100,float32,a100,Adjacency entry for the matrix column identified by this variable name.,284,0,6,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_weights.dta,a101,float32,a101,Adjacency entry for the matrix column identified by this variable name.,284,0,6,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_weights.dta,a102,float32,a102,Adjacency entry for the matrix column identified by this variable name.,284,0,4,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_weights.dta,a103,float32,a103,Adjacency entry for the matrix column identified by this variable name.,284,0,3,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_weights.dta,a104,float32,a104,Adjacency entry for the matrix column identified by this variable name.,284,0,4,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_weights.dta,a105,float32,a105,Adjacency entry for the matrix column identified by this variable name.,284,0,4,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_weights.dta,a106,float32,a106,Adjacency entry for the matrix column identified by this variable name.,284,0,4,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_weights.dta,a107,float32,a107,Adjacency entry for the matrix column identified by this variable name.,284,0,6,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_weights.dta,a108,float32,a108,Adjacency entry for the matrix column identified by this variable name.,284,0,5,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_weights.dta,a109,float32,a109,Adjacency entry for the matrix column identified by this variable name.,284,0,5,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_weights.dta,a110,float32,a110,Adjacency entry for the matrix column identified by this variable name.,284,0,3,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_weights.dta,a111,float32,a111,Adjacency entry for the matrix column identified by this variable name.,284,0,3,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_weights.dta,a112,float32,a112,Adjacency entry for the matrix column identified by this variable name.,284,0,4,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_weights.dta,a113,float32,a113,Adjacency entry for the matrix column identified by this variable name.,284,0,4,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_weights.dta,a114,float32,a114,Adjacency entry for the matrix column identified by this variable name.,284,0,6,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_weights.dta,a115,float32,a115,Adjacency entry for the matrix column identified by this variable name.,284,0,7,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_weights.dta,a116,float32,a116,Adjacency entry for the matrix column identified by this variable name.,284,0,5,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_weights.dta,a117,float32,a117,Adjacency entry for the matrix column identified by this variable name.,284,0,5,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_weights.dta,a118,float32,a118,Adjacency entry for the matrix column identified by this variable name.,284,0,3,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_weights.dta,a119,float32,a119,Adjacency entry for the matrix column identified by this variable name.,284,0,4,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_weights.dta,a120,float32,a120,Adjacency entry for the matrix column identified by this variable name.,284,0,4,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_weights.dta,a121,float32,a121,Adjacency entry for the matrix column identified by this variable name.,284,0,7,,,,Matrix element; row/column ordering remains to be verified.
spatial_adjacency_weights.dta,a122,float32,a122,Adjacency entry for the matrix column identified by this variable name.,284,0,3,,,,Matrix element; row/column ordering remains to be verified.
